Position,247 Comp.,247 or Prepstar,Cl1,Era,ESPN/ Lemming,Ht/Wt*1,Last Year1,Name1,NFL Draft (group),NFL Draft1,Offense/Defense,"On3, Scout or Superprep",Past/Present/Future,Past/Present/Future (copy),Rivals or NRA,Pos1,Position (group),UM rk,☆S
NT,"0.9441 (#7 OG), #119 OVR",-,2009 (Rodriguez),2008-'10 (Rodriguez),"84 (#6 OG), #81 OVR",6'4/315,2013,Quinton Washington,Not Drafted,Not Drafted,False,3* (#19 OG),Former players,Former players,"5.8 (#8 OG), #213 OVR",NT,Defense,20,4.25
NT,"0.9107 (#14 DT), #213 OVR",-,2008 (Rodriguez),2008-'10 (Rodriguez),"80 (#8 DT), #NR MW",6'2/278,2011,Mike Martin,1st Day (Rnd 1-3),3rd,False,"4* (#12 DT), #196 OVR",Former players,Former players,"5.8 (#16 DT), #193 OVR",NT,Defense,22,4.2
NT,-,-,1992 (Moeller),1990-'94 (Moeller),Lemming: #11 NT,6'3/278,1993,Ray Edmonds,Not Drafted,Not Drafted,False,Superprep: #25 DL,Former players,Former players,-,NT,Defense,23,4.14
NT,"0.8954 (#13 SDE), #303 OVR","88 (#20 SDE), #437 OVR",2016 (Harbaugh),2015-> (Harbaugh),"80 (#42 DE), #63 Midlands",6'3/255,2020,Carlo Kemp,UDFA,UDFA,False,4* (#37 DE),Former players,Former players,"5.8 (#11 WDE), #215 OVR",NT,Defense,32,3.98
NT,"0.8842 (#60 DL), #446 OVR","90 (#43 DL), #9 IN",2022 (Harbaugh),2015-> (Harbaugh),"78 (#50 DT), #63 MW",6'4/335,0,Kenneth Grant,Still in High School,2026,False,"4* , 94, #130 Ovr
 #19 DL, #5 IN",Class of 2022,Commits,"5.7 (#38 DT), #10 IN",NT,Defense,34,3.9
NT,"0.8721 (#37 DT), #456 OVR","89 (#30 DT), #360 OVR",2017 (Harbaugh),2015-> (Harbaugh),"80 (#30 DT), #37 MW",6'4/278,2020,Phillip Paea,Still in College,2023,False,3* (#28 DT),Former players,Former players,5.7 (#20 OG),NT,Defense,37,3.84
NT,-,"BCI: #11 DL Midwest, All American",1995 (Carr),1995-'07 (Carr),"Lemming: #33 DT, #69 MW",6'1/275,1999,Rob Renes,2nd Day (Rnd 4-7),7th,False,Superprep: #31 MW,Former players,Former players,-,NT,Defense,38,3.83
NT,-,-,2001 (Carr),1995-'07 (Carr),Lemming: #33 DT,6'4/240,2004,Alex Ofili,Not Drafted,Not Drafted,False,Superprep: #48 MW,Former players,Former players,3* (#33 DE),NT,Defense,39,3.83
NT,"0.8844 (#34 DT), #386 OVR",-,2010 (Rodriguez),2008-'10 (Rodriguez),"77 (#55 DT), #NR SE",6'3/263,2013,Richard Ash,UDFA but NFL player,UDFA+,False,3* (#52 DT),Former players,Former players,"5.8 (#25 DT), #49 FL",NT,Defense,40,3.81
NT,"0.8756 (#43 OT), #573 OVR","89 (#41 OT), #424 OVR",2019 (Harbaugh),2015-> (Harbaugh),"79 (#47 OT), #52 East",6'4/280,On Team,Jack Stewart,Still in College,2025,False,-,Current players,Current players,"5.6 (#79 OT), #5 CT",NT,Defense,44,3.69
NT,"0.8667 (#28 DT), #271 OVR",-,2002 (Carr),1995-'07 (Carr),Lemming: #21 DT,6'3/290,2004,Larry Harrison,Not Drafted,Not Drafted,False,3* (NR DT),Former players,Former players,"5.9 (#17 DT), #4 MI",NT,Defense,45,3.68
NT,"0.8813 (#25 DT), #282 OVR",-,2006 (Carr),1995-'07 (Carr),"75 (#36 DT), #NR East",6'2/324,2008,Jason Kates,Not Drafted,Not Drafted,False,2* (NR DT),Former players,Former players,"5.8 (#20 DT), #176 OVR",NT,Defense,46,3.63
NT,-,-,1999 (Carr),1995-'07 (Carr),"Lemming:, All-Midwest",6'1/262,2003,Grant Bowman,Not Drafted,Not Drafted,False,Superprep: #111 MW,Former players,Former players,2* (#91 DL),NT,Defense,49,3.57
NT,"0.8482 (#13 JuCo DT), #93 JuCo OVR","83 (#16 JuCo DT), #36 CA",2021 (Harbaugh),2015-> (Harbaugh),"79 (#3 JuCo DT), #29 JuCo OVR",6'1/225,2021,Jordan Whittley,Still in College,2022,False,not rated,Former players,Former players,"5.5 (#NR DT), #NR CA",NT,Defense,51,3.51
NT,-,-,1991 (Moeller),1990-'94 (Moeller),Lemming: #13 OC,6'2/260,1992,Brion Smith,Not Drafted,Not Drafted,False,-,Former players,Former players,-,NT,Defense,53,3.48
NT,"0.8498 (#129 DL), #1108 OVR","86 (#119 DL), #1026 OVR",2021 (Harbaugh),2015-> (Harbaugh),"75 (#78 DT), #266 Midlands",6'3/290,On Team,Ikechukwu Iwunnah,Still in High School,2026,False,-,Current players,Current players,"5.5 (#NR DT), #NR TX",NT,Defense,55,3.43
NT,walk-on,walk-on,2017 (Harbaugh),2015-> (Harbaugh),walk-on,6'5/289,On Team,Jess Speight,Still in College,2023,False,-,Current players,Current players,5.3 (#NR OG),NT,Defense,62,2.8
Spc,-,Prepstar: #1 K,1998 (Carr),1995-'07 (Carr),Lemming: #1 K,6'2/200,2001,Hayden Epstein,2nd Day (Rnd 4-7),7th,False,"Superprep: #2 K, #32 Far West",Former players,Former players,6.1 (#1 K),K/P,Defense,1,3.74
Spc,-,"BlueChip Illustrated: #5 K, All American",1993 (Moeller),1990-'94 (Moeller),"Lemming:#5 K, #1 K Midwest",6'2/205,1996,Nate DeLong,Not Drafted,Not Drafted,False,"Superprep: #2 K/P, #25 MW (AA)",Former players,Former players,-,K/P,Defense,2,3.56
Spc,-,-,1996 (Carr),1995-'07 (Carr),-,6'3/195,2000,Cory Sargent,Not Drafted,Not Drafted,False,Superprep: #91 MW,Former players,Former players,-,K/P,Defense,3,3.53
Spc,"0.8565 (#1 K), #691 OVR","83 (#1 K), #1396 OVR",2016 (Harbaugh),2015-> (Harbaugh),"76 (#9 K), #87 MW",6'1/200,2020,Quinn Nordin,UDFA,UDFA,False,4* (#1 K),Former players,Former players,"5.5 (#1 K), #22 MI",PK,Defense,4,3.5
Spc,-,BlueChip Illustrated: #4 K,1994 (Moeller),1990-'94 (Moeller),"Lemming: #3 K, #39 MW",6'1/183,1998,Kraig Baker,Not Drafted,Not Drafted,False,Superprep: #53 MW,Former players,Former players,-,K/P,Defense,5,3.47
Spc,"0.8573 (#4 K), #865 OVR",-,2010 (Rodriguez),2008-'10 (Rodriguez),"79 (#3 K), #NR MW",6'4/215,2014,Will Hagerup,Not Drafted,Not Drafted,False,3* (#4 P),Former players,Former players,"5.5 (#3 K), #10 WI",P,Defense,6,3.45
Spc,"0.8667 (#7 K), #281 OVR",-,2003 (Carr),1995-'07 (Carr),Lemming: #1 K,5'9/180,2006,Garrett Rivas,Not Drafted,Not Drafted,False,4* (NR K),Former players,Former players,5.5 (#24 K),PK,Defense,7,3.44
Spc,"0.8333 (#2 K), #507 OVR",-,2005 (Carr),1995-'07 (Carr),Parade: #2 K,6'5/230,2009,Zoltan Mesko,2nd Day (Rnd 4-7),5th,False,3* (#4 P),Former players,Former players,"5.5 (#2 K), #36 OH",P,Defense,8,3.41
Spc,-,-,2000 (Carr),1995-'07 (Carr),Lemming: #116 NR,6'4/210,2004,Adam Finley,Not Drafted,Not Drafted,False,-,Former players,Former players,2* (#9 K),K/P,Defense,9,3.3
Spc,"0.8317 (#2 P), #1588 OVR","80 (#2 P), #66 MI",2021 (Harbaugh),2015-> (Harbaugh),"76 (#3 K), #116 MW",6'5/170,On Team,Tommy Doman,Still in High School,2026,False,-,Current players,Current players,"5.5 (#2 K), #NR MI",P,Defense,10,3.29
Spc,"0.8399 (#7 K), not ranked",-,2009 (Rodriguez),2008-'10 (Rodriguez),"77 (#16 K), #254 SE",6'1/202,2013,Brendan Gibbons,Not Drafted,Not Drafted,False,3* (#11 K),Former players,Former players,5.4 (#8 K),PK,Defense,11,3.29
Spc,-,-,1992 (Moeller),1990-'94 (Moeller),Lemming: #7 K,6'1/195,1996,Remy Hamilton,UDFA,UDFA,False,-,Former players,Former players,-,PK,Defense,12,3.27
Spc,"0.9029 (#1 K), #192 OVR",-,2006 (Carr),1995-'07 (Carr),"68 (#17 K), #NR MW",6'1/205,2009,Bryan Wright,Not Drafted,Not Drafted,False,2* (NR K),Former players,Former players,5.4 (#12 K),PK,Defense,13,3.24
Spc,"0.8005 (#1 K), #579 OVR","79 (#1 K), #18 MI",2023,2015-> (Harbaugh),no rating,6'0/170,-1,Adam Samaha,2027,2027,False,no ratings,Class of 2023,Commits,not ranked,PK,Defense,14,3.15
Spc,"0.8125 (#2 LS), #1778 OVR",walk-on,2016 (Harbaugh),2015-> (Harbaugh),walk-on,6'4/217,2019,Camaron Cheeseman,2nd Day (Rnd 4-7),6th,False,-,Former players,Former players,walk-on,LS,Defense,15,3.13
Spc,not ranked,not ranked,2018 (Harbaugh),2015-> (Harbaugh),no profile,6'0/180,On Team,Jake Moody,Still in College,2023,False,"Kohl's #14 K, #61 P",Current players,Current players,not ranked,PK,Defense,16,3.08
Spc,"0.8071 (#9 K), not ranked","75 (#7 K), not ranked",2015 (Harbaugh),2015-> (Harbaugh),"75 (#10 K), #109 MW",5'8/165,2016,Andrew David,Not Drafted,Not Drafted,False,3* (NR K),Former players,Former players,5.3 (#NR K),PK,Defense,17,3.08
Spc,"0.8 (#14 K), not ranked",-,2011 (Hoke),2011-'14 (Hoke),"72 (#37 K), #236 West",6'2/200,2014,Matt Wile,UDFA but NFL player,UDFA+,False,3* (#4 K),Former players,Former players,5.3 (#NR K),K/P,Defense,18,3.02
Spc,"0.7591 (#13 P), #3188 OVR","73 (#10 P), #3287 OVR",2017 (Harbaugh),2015-> (Harbaugh),"76 (#14 P), #101 MW",6'1/180,On Team,Brad Robbins,Still in College,2023,False,not rated,Current players,Current players,5.3 (#NR K),P,Defense,19,2.87
Spc,"0.7611 (#6 LS), not ranked","75 (#2 LS), not ranked",2013 (Hoke),2011-'14 (Hoke),"67 (#7 LS), #247 MW",6'1/230,2016,Scott Sypniewski,Not Drafted,Not Drafted,False,2* (NR LS),Former players,Former players,5.2 (#NR OC),LS,Defense,20,2.53
Spc,-,"71 (#9 P), # - OVR",2012 (Hoke),2011-'14 (Hoke),walk-on,6'3/190,2016,Kenny Allen,Not Drafted,Not Drafted,False,walk-on,Former players,Former players,walk-on,K/P,Defense,21,2.1
